0;0;3
0;32;5
0;136;8
0;20;3
0;70;5
0;28;5
0;19;5
0;72;3
0;55;5
0;29;3
0;66;5
0;68;5
0;140;8
0;15;5
0;30;3
0;16;5
0;49;2
1;128;6
1;8;5
1;26;5
1;41;3
1;21;3
1;40;3
1;61;2
1;25;5
1;71;3
1;38;3
1;56;5
1;59;5
1;18;5
1;37;3
1;90;6
1;62;2
1;145;6
1;1;3
1;7;5
1;49;2
1;44;5
1;102;6
1;107;8
1;97;3
1;33;5
1;126;6
1;118;6
1;103;6
1;77;5
1;125;8
1;132;8
1;96;7
1;84;3
1;42;5
1;95;8
1;83;8
1;94;8
1;105;8
2;27;3
2;12;3
2;4;5
2;2;5
2;29;3
2;65;3
2;122;8
2;107;8
2;109;6
2;36;5
2;48;5
2;78;5
2;51;3
2;74;3
2;84;3
2;54;3
2;126;6
3;3;5
3;137;6
3;86;6
3;115;6
4;65;3
4;12;3
4;2;5
4;23;3
4;73;3
4;74;7
4;136;6
4;27;3
4;69;2
4;51;3
4;4;3
4;107;8
4;123;8
5;67;2
5;146;6
5;50;7
5;48;7
5;9;5
5;12;3
5;57;7
5;5;3
5;75;5
5;27;3
5;76;5
5;33;5
5;123;8
5;107;2
6;25;5
6;11;5
6;75;5
6;7;3
6;38;3
6;33;5
6;76;2
6;57;7
6;26;5
7;11;5
7;6;3
7;7;3
7;38;3
7;26;5
7;1;5
7;128;6
7;75;3
7;57;7
7;25;5
7;23;3
7;145;8
7;33;3
7;141;6
8;103;6
8;54;2
8;96;8
8;106;6
8;1;5
8;21;3
8;40;3
8;41;3
8;4;5
8;71;5
8;26;5
8;38;5
8;126;6
8;61;7
8;25;5
8;73;5
8;91;8
8;128;6
9;67;5
9;146;8
9;50;2
9;48;7
9;57;2
9;5;5
9;12;3
9;92;8
9;98;8
9;76;3
9;27;3
9;33;3
9;52;2
9;75;3
9;45;3
9;39;5
9;113;8
9;83;5
9;79;3
9;114;8
9;130;6
9;133;6
10;127;8
10;114;8
10;128;8
11;25;3
11;6;5
11;38;5
11;7;5
11;11;3
11;75;5
11;76;5
12;12;3
12;107;2
12;27;3
12;65;3
12;50;7
12;5;5
12;48;2
12;9;3
12;67;2
12;2;3
12;84;5
12;52;7
12;122;6
12;76;5
12;36;5
12;66;2
13;23;5
13;73;3
14;57;7
14;141;6
14;76;5
14;67;6
14;47;2
14;48;2
15;16;5
15;30;3
15;140;6
15;19;5
15;20;5
15;28;3
15;32;3
15;12;5
15;55;7
15;70;5
15;72;3
15;136;8
16;140;8
16;68;5
16;20;5
16;19;3
16;66;3
16;29;5
16;32;3
16;136;8
16;70;5
16;72;3
16;15;5
16;30;5
16;16;3
16;17;3
17;30;5
17;28;5
17;140;8
17;66;3
17;70;5
17;19;3
17;16;3
17;68;8
17;15;5
17;20;5
17;127;6
17;72;2
17;55;2
17;0;3
17;32;5
17;17;3
17;136;8
17;49;7
18;1;3
18;73;2
19;17;3
19;140;6
19;28;5
19;49;7
19;16;3
19;68;3
19;15;5
19;0;5
19;20;5
19;32;3
19;30;5
19;70;2
19;55;2
19;72;5
19;29;5
19;136;8
20;17;3
20;140;6
20;15;5
20;16;3
20;30;5
20;72;5
20;68;3
20;136;7
20;55;2
20;0;5
20;28;3
20;70;3
20;32;3
20;19;5
20;20;5
20;29;3
20;66;5
20;109;8
21;8;3
21;56;7
21;84;7
21;109;8
21;1;5
21;71;7
21;126;6
21;107;6
21;128;6
22;118;6
22;83;8
22;121;6
22;45;7
23;13;5
23;73;7
23;69;6
23;4;3
23;107;6
23;92;6
23;39;3
23;27;3
23;113;8
23;51;2
23;46;7
23;32;3
23;49;2
23;65;5
23;23;3
23;147;8
23;109;7
23;54;7
23;12;5
23;130;8
23;133;8
24;113;8
24;88;6
24;108;6
24;18;5
24;147;8
24;92;6
24;86;6
24;124;8
24;34;3
24;135;6
24;79;2
25;1;3
25;128;8
25;11;3
25;59;7
25;18;5
25;21;3
25;26;5
25;61;2
25;40;2
25;145;6
25;126;8
26;25;5
26;1;3
26;61;2
26;26;5
26;56;7
27;13;5
27;146;6
27;12;3
27;5;5
27;27;5
27;4;5
27;69;2
27;54;7
27;39;5
27;52;7
27;48;3
27;2;5
27;77;7
27;107;8
27;92;8
27;65;7
27;82;2
27;75;7
27;113;6
28;17;3
28;20;3
28;15;5
28;30;3
28;0;5
28;32;5
28;19;5
28;72;5
28;70;2
28;55;2
28;140;8
28;28;3
28;16;5
28;49;3
29;140;8
29;32;5
29;29;3
29;66;7
29;68;7
29;136;6
29;127;6
29;54;2
29;16;3
29;19;5
29;17;3
29;70;2
29;15;3
29;20;5
30;15;2
30;20;5
30;140;8
30;19;5
30;72;7
30;70;7
30;0;5
30;55;2
30;136;6
30;30;3
30;68;7
30;17;3
31;66;2
31;121;2
31;39;3
31;31;3
31;45;5
31;22;3
31;127;6
32;17;3
32;140;6
32;29;5
32;0;3
32;32;3
32;136;8
32;138;6
32;68;2
32;66;2
32;15;5
32;49;7
32;69;7
32;20;3
32;28;5
32;19;3
32;70;7
32;16;3
32;23;3
32;12;5
32;51;3
32;73;7
32;107;8
33;24;3
33;6;3
33;1;3
33;33;3
33;75;2
33;44;5
33;38;3
33;41;3
33;128;8
33;57;7
33;67;2
33;76;2
33;56;7
33;5;3
33;8;5
33;7;5
33;112;6
33;141;6
33;104;8
33;93;8
33;50;7
33;148;8
34;124;8
34;35;5
34;108;6
34;24;3
35;31;3
35;34;5
35;124;8
35;43;2
35;82;6
35;35;5
36;65;7
36;123;6
36;109;6
36;54;2
36;51;2
36;36;5
36;107;8
36;77;8
36;127;8
36;44;3
36;78;8
36;129;8
37;40;5
37;61;7
37;145;8
37;1;5
37;37;3
37;89;6
37;90;6
37;38;3
37;59;7
38;7;3
38;1;5
38;8;5
38;107;8
38;33;5
38;73;2
38;57;7
38;75;8
38;38;3
38;6;3
38;23;5
38;121;8
38;41;5
38;40;5
38;21;3
38;101;6
38;118;8
38;72;6
38;37;3
38;141;8
38;96;7
38;44;3
38;103;6
38;126;6
39;23;5
39;121;8
39;31;3
39;22;2
39;92;6
39;39;2
40;48;7
40;25;5
40;1;5
40;37;3
40;61;2
40;71;7
40;49;7
40;21;2
40;59;2
40;26;5
40;145;6
40;40;2
40;33;3
40;42;7
40;41;2
40;57;8
40;84;6
40;125;6
41;61;2
41;26;3
41;40;2
41;25;7
41;33;3
41;1;5
41;38;2
42;57;7
42;42;7
42;61;7
42;40;3
42;126;8
42;26;3
42;47;2
42;125;6
